Linux 4.4.0-53-generic (diptprisrv08) 	12/18/2016 	_x86_64_	(12 CPU)

04:26:07 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:26:08 AM     all      0.75      0.00      0.67      0.00      0.00     98.58
04:26:09 AM     all      0.17      0.00      0.67      0.00      0.00     99.17
04:26:10 AM     all      0.42      0.00      0.92      0.00      0.00     98.67
04:26:11 AM     all      0.25      0.00      0.75      0.08      0.00     98.91
04:26:12 AM     all      0.17      0.00      0.83      0.00      0.00     99.00
04:26:13 AM     all      0.50      0.00      0.67      0.08      0.00     98.75
04:26:14 AM     all      0.17      0.00      0.83      0.00      0.00     99.00
04:26:15 AM     all      0.17      0.00      0.67      0.00      0.00     99.16
04:26:16 AM     all      0.58      0.00      0.67      0.17      0.00     98.58
04:26:17 AM     all      0.33      0.00      0.75      0.00      0.00     98.92
04:26:18 AM     all      0.33      0.00      0.58      0.00      0.00     99.08
04:26:19 AM     all      0.50      0.00      0.83      0.00      0.00     98.67
04:26:20 AM     all      0.58      0.00      0.67      0.00      0.00     98.75
04:26:21 AM     all      0.33      0.00      0.67      0.08      0.00     98.92
04:26:22 AM     all      4.58      0.00      2.66      0.00      0.00     92.76
04:26:23 AM     all      0.17      0.00      0.42      0.08      0.00     99.33
04:26:24 AM     all      0.59      0.00      0.59      0.00      0.00     98.83
04:26:25 AM     all      0.33      0.00      0.83      0.00      0.00     98.83
04:26:26 AM     all     32.18      0.00     21.48      0.25      0.00     46.08
04:26:27 AM     all     41.32      0.00     24.62      0.17      0.00     33.89
04:26:28 AM     all     47.78      0.00     14.50      0.08      0.00     37.64
04:26:29 AM     all     64.77      0.00      9.02      0.00      0.00     26.21
04:26:30 AM     all     62.04      0.00     12.12      1.34      0.00     24.50
04:26:31 AM     all     62.99      0.00      8.69      0.25      0.00     28.07
04:26:32 AM     all     70.68      0.00     11.19      0.00      0.00     18.13
04:26:33 AM     all     67.48      0.00     12.32      0.17      0.00     20.03
04:26:34 AM     all     66.39      0.00     14.07      0.67      0.00     18.87
04:26:35 AM     all     68.92      0.00     11.95      0.75      0.00     18.38
04:26:36 AM     all     71.67      0.00     10.23      0.42      0.00     17.69
04:26:37 AM     all     69.60      0.00     10.89      0.67      0.00     18.84
04:26:38 AM     all     68.66      0.00     10.92      0.00      0.00     20.42
04:26:39 AM     all     66.36      0.00     11.21      0.67      0.00     21.76
04:26:40 AM     all     67.06      0.00     11.57      0.00      0.00     21.37
04:26:41 AM     all     72.69      0.00      9.08      0.42      0.00     17.82
04:26:42 AM     all     71.06      0.00     10.18      0.50      0.00     18.27
04:26:43 AM     all     40.95      0.00      5.44      2.51      0.00     51.09
04:26:44 AM     all      3.84      0.00      1.34      7.10      0.00     87.73
04:26:45 AM     all     19.70      0.00      3.84      5.93      0.00     70.53
04:26:46 AM     all     69.06      0.00     12.21      0.33      0.00     18.39
04:26:47 AM     all     70.31      0.00     11.02      0.76      0.00     17.91
04:26:48 AM     all     70.43      0.00     11.11      1.00      0.00     17.46
04:26:49 AM     all     69.32      0.00     10.48      1.17      0.00     19.03
04:26:50 AM     all     69.87      0.00     11.45      0.51      0.00     18.18
04:26:51 AM     all     67.81      0.00     10.73      1.51      0.00     19.95
04:26:52 AM     all     68.43      0.00     11.89      0.25      0.00     19.43
04:26:53 AM     all     68.62      0.00     10.82      1.43      0.00     19.13
04:26:54 AM     all     71.61      0.00      9.60      1.43      0.00     17.35
04:26:55 AM     all     66.97      0.00     12.54      0.42      0.00     20.07
04:26:56 AM     all     68.99      0.00     12.24      0.84      0.00     17.94
04:26:57 AM     all     67.34      0.00      9.54      1.60      0.00     21.52
04:26:58 AM     all     13.02      0.00      1.17      6.93      0.00     78.88
04:26:59 AM     all      3.69      0.00      1.59      6.45      0.00     88.27
04:27:00 AM     all     27.05      0.00      3.52      5.78      0.00     63.65
04:27:01 AM     all     70.11      0.00      9.57      0.34      0.00     19.98
04:27:02 AM     all     70.29      0.00      9.62      1.09      0.00     19.00
04:27:03 AM     all     71.21      0.00     10.61      0.25      0.00     17.93
04:27:04 AM     all     69.55      0.00     10.85      1.18      0.00     18.42
04:27:05 AM     all     69.12      0.00     10.38      0.00      0.00     20.50
04:27:06 AM     all     68.48      0.00     12.46      0.17      0.00     18.90
04:27:07 AM     all     64.42      0.00     13.58      2.02      0.00     19.98
04:27:08 AM     all     70.95      0.00     10.27      0.33      0.00     18.45
04:27:09 AM     all     68.87      0.00      9.96      1.26      0.00     19.92
04:27:10 AM     all     68.79      0.00     10.21      1.42      0.00     19.58
04:27:11 AM     all     71.96      0.00      9.82      1.26      0.00     16.96
04:27:12 AM     all     74.18      0.00      8.07      0.00      0.00     17.75
04:27:13 AM     all     47.66      0.00      1.25      2.42      0.00     48.66
04:27:14 AM     all     21.98      0.00      1.42      5.58      0.00     71.02
04:27:15 AM     all     20.75      0.00      1.76      6.36      0.00     71.13
04:27:16 AM     all     68.69      0.00     11.49      1.08      0.00     18.73
04:27:17 AM     all     68.68      0.00      9.91      0.25      0.00     21.16
04:27:18 AM     all     70.06      0.00     10.84      1.25      0.00     17.85
04:27:19 AM     all     70.99      0.00      9.62      1.51      0.00     17.89
04:27:20 AM     all     70.09      0.00     10.11      0.33      0.00     19.47
04:27:21 AM     all     71.24      0.00      9.39      0.83      0.00     18.54
04:27:22 AM     all     70.85      0.00     10.55      0.84      0.00     17.76
04:27:23 AM     all     68.30      0.00     11.05      2.02      0.00     18.63
04:27:24 AM     all     70.09      0.00      9.94      0.00      0.00     19.97
04:27:25 AM     all     71.81      0.00     10.49      1.01      0.00     16.69
04:27:26 AM     all     68.50      0.00     10.78      1.17      0.00     19.55
04:27:27 AM     all     70.01      0.00     10.03      0.42      0.00     19.55
04:27:28 AM     all     33.28      0.00      1.50      1.58      0.00     63.64
04:27:29 AM     all     14.95      0.00      0.92      6.68      0.00     77.44
04:27:30 AM     all      9.26      0.00      1.58      7.01      0.00     82.15
04:27:31 AM     all     57.13      0.00      9.48      2.01      0.00     31.38
04:27:32 AM     all     67.67      0.00     11.06      1.26      0.00     20.02
04:27:33 AM     all     69.21      0.00     11.38      1.26      0.00     18.16
04:27:34 AM     all     71.79      0.00      9.85      0.33      0.00     18.03
04:27:35 AM     all     68.81      0.00     11.37      1.67      0.00     18.14
04:27:36 AM     all     72.11      0.00      8.96      1.09      0.00     17.84
04:27:37 AM     all     70.67      0.00     10.50      1.08      0.00     17.75
04:27:38 AM     all     68.86      0.00     11.02      1.34      0.00     18.78
04:27:39 AM     all     69.66      0.00     11.15      0.00      0.00     19.20
04:27:40 AM     all     68.90      0.00     10.54      0.67      0.00     19.90
04:27:41 AM     all     71.29      0.00      8.76      0.83      0.00     19.12
04:27:42 AM     all     74.14      0.00      7.72      0.34      0.00     17.80
04:27:43 AM     all     70.43      0.00      6.10      1.17      0.00     22.31
04:27:44 AM     all     41.83      0.00      1.25      4.67      0.00     52.25
04:27:45 AM     all     28.94      0.00      1.42      5.84      0.00     63.80
04:27:46 AM     all     26.32      0.00      3.44      6.45      0.00     63.79
04:27:47 AM     all     72.17      0.00     10.48      0.08      0.00     17.27
04:27:48 AM     all     69.74      0.00      9.81      0.25      0.00     20.20
04:27:49 AM     all     67.76      0.00      9.88      1.17      0.00     21.19
04:27:50 AM     all     67.89      0.00     10.54      0.75      0.00     20.82
04:27:51 AM     all     69.92      0.00      9.58      0.83      0.00     19.67
04:27:52 AM     all     70.38      0.00     10.48      0.50      0.00     18.64
04:27:53 AM     all     69.42      0.00     10.61      2.17      0.00     17.79
04:27:54 AM     all     71.32      0.00     10.09      0.67      0.00     17.91
04:27:55 AM     all     70.85      0.00     10.13      0.08      0.00     18.93
04:27:56 AM     all     70.76      0.00     10.69      0.92      0.00     17.63
04:27:57 AM     all     70.46      0.00     10.46      1.17      0.00     17.91
04:27:58 AM     all     71.98      0.00      9.73      0.67      0.00     17.62
04:27:59 AM     all     46.39      0.00      4.23      2.74      0.00     46.64
04:28:00 AM     all     24.58      0.00      0.75      6.61      0.00     68.06
04:28:01 AM     all     63.67      0.00     11.77      3.28      0.00     21.28
04:28:02 AM     all     69.01      0.00      9.72      2.01      0.00     19.26
04:28:03 AM     all     71.60      0.00     11.01      2.86      0.00     14.54
04:28:04 AM     all     72.05      0.00     10.88      2.59      0.00     14.48
04:28:05 AM     all     73.22      0.00      9.24      0.92      0.00     16.62
04:28:06 AM     all     69.69      0.00     11.57      1.50      0.00     17.24
04:28:07 AM     all     71.35      0.00      9.61      1.59      0.00     17.46
04:28:08 AM     all     71.88      0.00     10.15      2.00      0.00     15.97
04:28:09 AM     all     71.10      0.00      9.05      0.83      0.00     19.02
04:28:10 AM     all     65.89      0.00     15.85      0.92      0.00     17.35
04:28:11 AM     all     60.79      0.00     19.31      0.84      0.00     19.06
04:28:12 AM     all     72.73      0.00      8.22      0.84      0.00     18.20
04:28:13 AM     all     66.75      0.00      5.44      0.34      0.00     27.47
04:28:14 AM     all     38.37      0.00      0.92      4.25      0.00     56.46
04:28:15 AM     all     53.79      0.00      6.51      3.34      0.00     36.36
04:28:16 AM     all     71.30      0.00     11.38      1.76      0.00     15.56
04:28:17 AM     all     69.40      0.00     10.62      2.01      0.00     17.98
04:28:18 AM     all     70.89      0.00      8.81      0.00      0.00     20.30
04:28:19 AM     all     70.07      0.00     10.45      1.92      0.00     17.56
04:28:20 AM     all     69.14      0.00     10.76      0.33      0.00     19.77
04:28:21 AM     all     71.31      0.00      9.20      1.01      0.00     18.48
04:28:22 AM     all     70.96      0.00      9.87      0.92      0.00     18.24
04:28:23 AM     all     69.12      0.00      9.68      0.67      0.00     20.53
04:28:24 AM     all     71.68      0.00      9.08      0.08      0.00     19.16
04:28:25 AM     all     70.83      0.00     10.48      0.75      0.00     17.94
04:28:26 AM     all     70.85      0.00     10.13      1.01      0.00     18.01
04:28:27 AM     all     69.91      0.00     10.98      0.08      0.00     19.03
04:28:28 AM     all     46.73      0.00      3.52      3.19      0.00     46.56
04:28:29 AM     all     16.14      0.00      0.84      8.19      0.00     74.83
04:28:30 AM     all     22.53      0.00      2.68      7.04      0.00     67.76
04:28:31 AM     all     65.80      0.00     10.28      0.00      0.00     23.91
04:28:32 AM     all     68.85      0.00     11.17      0.25      0.00     19.73
04:28:33 AM     all     68.60      0.00     11.62      1.94      0.00     17.85
04:28:34 AM     all     68.54      0.00     11.72      6.03      0.00     13.72
04:28:35 AM     all     69.40      0.00     10.98      2.01      0.00     17.60
04:28:36 AM     all     68.10      0.00     11.62      0.59      0.00     19.70
04:28:37 AM     all     67.99      0.00     12.05      1.26      0.00     18.70
04:28:38 AM     all     70.91      0.00     10.31      0.50      0.00     18.27
04:28:39 AM     all     70.12      0.00      9.77      0.92      0.00     19.20
04:28:40 AM     all     69.30      0.00     11.52      0.76      0.00     18.42
04:28:41 AM     all     67.34      0.00     10.83      0.76      0.00     21.07
04:28:42 AM     all     69.97      0.00      8.14      0.92      0.00     20.97
04:28:43 AM     all     62.10      0.00      4.59      2.50      0.00     30.80
04:28:44 AM     all     36.36      0.00      1.25      6.84      0.00     55.55
04:28:45 AM     all     62.06      0.00     10.22      1.17      0.00     26.55
04:28:46 AM     all     71.62      0.00     10.43      0.50      0.00     17.45
04:28:47 AM     all     68.79      0.00     12.89      1.34      0.00     16.99
04:28:48 AM     all     58.91      0.00     11.51      8.15      0.00     21.43
04:28:49 AM     all     68.73      0.00     12.99      1.84      0.00     16.43
04:28:50 AM     all     71.51      0.00      9.77      0.75      0.00     17.96
04:28:51 AM     all     70.16      0.00     11.06      1.76      0.00     17.02
04:28:52 AM     all     70.59      0.00      9.77      0.75      0.00     18.88
04:28:53 AM     all     69.18      0.00     11.98      0.00      0.00     18.84
04:28:54 AM     all     68.90      0.00     10.23      1.26      0.00     19.61
04:28:55 AM     all     69.19      0.00     10.66      0.59      0.00     19.56
04:28:56 AM     all     69.68      0.00     11.89      1.68      0.00     16.75
04:28:57 AM     all     67.56      0.00     11.82      0.50      0.00     20.12
04:28:58 AM     all     45.63      0.00      6.49      4.66      0.00     43.21
04:28:59 AM     all     26.67      0.00      4.25      2.75      0.00     66.33
04:29:00 AM     all     20.30      0.00      1.17      8.77      0.00     69.76
04:29:01 AM     all     70.74      0.00     10.70      0.42      0.00     18.14
04:29:02 AM     all     71.04      0.00      9.68      1.09      0.00     18.20
04:29:03 AM     all     68.62      0.00     11.55      0.92      0.00     18.91
04:29:04 AM     all     64.20      0.00     10.74      2.75      0.00     22.31
04:29:05 AM     all     65.80      0.00     11.65      1.51      0.00     21.04
04:29:06 AM     all     63.66      0.00     13.20      1.84      0.00     21.30
04:29:07 AM     all     67.03      0.00     13.14      1.67      0.00     18.16
04:29:08 AM     all     30.63      0.00      5.68      5.68      0.00     58.01
04:29:09 AM     all     19.05      0.00      0.50     11.70      0.00     68.76
04:29:10 AM     all     18.70      0.00      2.00     12.85      0.00     66.44
04:29:11 AM     all     70.76      0.00      9.75      0.17      0.00     19.33
04:29:12 AM     all     69.39      0.00     11.26      1.08      0.00     18.27
04:29:13 AM     all     69.20      0.00     11.51      1.44      0.00     17.85
04:29:14 AM     all     64.68      0.00     11.66      4.36      0.00     19.30
04:29:15 AM     all     67.25      0.00     12.23      1.17      0.00     19.35
04:29:16 AM     all     61.51      0.00     12.52      4.45      0.00     21.51
04:29:17 AM     all     67.28      0.00     11.41      5.25      0.00     16.07
04:29:18 AM     all     69.96      0.00     10.46      0.00      0.00     19.58
04:29:19 AM     all     68.70      0.00     10.29      1.17      0.00     19.83
04:29:20 AM     all     70.64      0.00     11.33      0.00      0.00     18.04
04:29:21 AM     all     70.77      0.00     10.64      1.51      0.00     17.09
04:29:22 AM     all     68.74      0.00     12.77      0.92      0.00     17.56
04:29:23 AM     all     68.67      0.00     12.70      1.42      0.00     17.21
04:29:24 AM     all     66.84      0.00     11.81      1.77      0.00     19.58
04:29:25 AM     all     38.37      0.00      4.98      0.83      0.00     55.81
04:29:26 AM     all     16.53      0.00      0.67      0.50      0.00     82.30
04:29:27 AM     all     11.64      0.00      0.83      0.42      0.00     87.12
04:29:28 AM     all      7.96      0.00      1.17      0.50      0.00     90.36
04:29:29 AM     all      6.10      0.00      0.67      9.78      0.00     83.44
04:29:30 AM     all      8.01      0.00      0.58      0.25      0.00     91.16
04:29:31 AM     all      9.68      0.00      0.42      0.17      0.00     89.73
04:29:32 AM     all      8.58      0.00      0.33      0.00      0.00     91.09
04:29:33 AM     all      9.57      0.00      0.42      0.17      0.00     89.85
04:29:34 AM     all      7.34      0.00      1.17      1.50      0.00     89.99
04:29:35 AM     all      0.50      0.00      0.67      7.87      0.00     90.96
04:29:36 AM     all      1.84      0.00      0.67      2.51      0.00     94.98
04:29:37 AM     all      0.25      0.00      0.50      0.00      0.00     99.25
04:29:38 AM     all      0.58      0.00      0.50      0.00      0.00     98.91
04:29:39 AM     all      0.67      0.00      0.17      0.00      0.00     99.16
04:29:40 AM     all      0.08      0.00      0.50      0.00      0.00     99.42
04:29:41 AM     all      0.58      0.00      0.25      0.08      0.00     99.08
04:29:42 AM     all      0.00      0.00      0.42      0.00      0.00     99.58
04:29:43 AM     all      0.42      0.00      0.33      0.42      0.00     98.83
04:29:44 AM     all      0.42      0.00      0.33      0.08      0.00     99.16
04:29:45 AM     all      0.17      0.00      0.50      0.00      0.00     99.33
04:29:46 AM     all      0.25      0.00      0.25      0.25      0.00     99.25
04:29:47 AM     all      0.58      0.00      0.58      0.08      0.00     98.75
04:29:48 AM     all      0.08      0.00      0.67      0.00      0.00     99.25
04:29:49 AM     all      0.42      0.00      0.50      0.00      0.00     99.08
04:29:50 AM     all      0.50      0.00      0.42      0.00      0.00     99.08
04:29:51 AM     all      0.50      0.00      0.42      0.08      0.00     99.00
04:29:52 AM     all      0.17      0.00      0.50      0.08      0.00     99.25
04:29:53 AM     all      0.83      0.00      0.58      0.25      0.00     98.33
04:29:54 AM     all      0.17      0.00      0.42      0.00      0.00     99.42
04:29:55 AM     all      0.67      0.00      0.67      0.00      0.00     98.67
04:29:56 AM     all      0.50      0.00      0.42      0.08      0.00     99.00
04:29:57 AM     all      0.67      0.00      0.75      0.00      0.00     98.59
04:29:58 AM     all      0.33      0.00      0.58      0.00      0.00     99.08
04:29:59 AM     all      1.08      0.00      0.83      0.00      0.00     98.09
04:30:00 AM     all      0.25      0.00      0.83      0.00      0.00     98.92
04:30:01 AM     all      0.50      0.00      0.58      0.08      0.00     98.83
04:30:02 AM     all      0.25      0.00      0.58      0.00      0.00     99.17
04:30:03 AM     all      0.50      0.00      0.67      0.50      0.00     98.33
04:30:04 AM     all      0.25      0.00      0.42      0.00      0.00     99.33
04:30:05 AM     all      0.67      0.00      0.67      0.00      0.00     98.67
04:30:06 AM     all      0.17      0.00      0.58      0.08      0.00     99.17
04:30:07 AM     all      0.33      0.00      0.58      0.00      0.00     99.08
04:30:08 AM     all      0.42      0.00      0.58      0.00      0.00     99.00
04:30:09 AM     all      0.33      0.00      0.67      0.00      0.00     99.00
04:30:10 AM     all      0.17      0.00      0.42      0.00      0.00     99.42
04:30:11 AM     all      0.83      0.00      0.42      0.08      0.00     98.66
04:30:12 AM     all      0.08      0.00      0.50      0.00      0.00     99.42
04:30:13 AM     all      0.33      0.00      0.42      0.00      0.00     99.25
04:30:14 AM     all      0.67      0.00      0.42      0.00      0.00     98.92
04:30:15 AM     all      0.42      0.00      0.50      0.00      0.00     99.08
04:30:16 AM     all      0.17      0.00      0.33      0.08      0.00     99.42
04:30:17 AM     all      1.00      0.00      0.67      0.00      0.00     98.33
04:30:18 AM     all      0.25      0.00      0.42      0.00      0.00     99.33
04:30:19 AM     all      0.17      0.00      0.50      0.00      0.00     99.33
04:30:20 AM     all      0.50      0.00      0.42      0.00      0.00     99.08
04:30:21 AM     all      0.33      0.00      0.50      0.17      0.00     99.00
04:30:22 AM     all      0.33      0.00      0.33      0.00      0.00     99.33
04:30:23 AM     all      0.67      0.00      0.58      0.00      0.00     98.75
04:30:24 AM     all      0.08      0.00      0.50      0.00      0.00     99.42
04:30:25 AM     all      0.50      0.00      0.33      0.00      0.00     99.16
04:30:26 AM     all      0.42      0.00      0.33      0.08      0.00     99.16
04:30:27 AM     all      1.17      0.00      0.50      0.00      0.00     98.33
04:30:28 AM     all      0.17      0.00      0.33      0.00      0.00     99.50
04:30:29 AM     all      0.67      0.00      0.50      0.08      0.00     98.75
04:30:30 AM     all      0.17      0.00      0.25      0.00      0.00     99.58
04:30:31 AM     all      0.33      0.00      0.42      0.08      0.00     99.16
04:30:32 AM     all      0.42      0.00      0.33      0.00      0.00     99.25
04:30:33 AM     all      0.42      0.00      0.58      0.00      0.00     99.00
04:30:34 AM     all      0.17      0.00      0.42      0.00      0.00     99.42
04:30:35 AM     all      0.75      0.00      0.50      0.00      0.00     98.75
04:30:36 AM     all      0.08      0.00      0.33      0.00      0.00     99.58
04:30:37 AM     all      0.50      0.00      0.33      0.08      0.00     99.08
04:30:38 AM     all      0.42      0.00      0.75      0.00      0.00     98.83
04:30:39 AM     all      0.42      0.00      0.58      0.00      0.00     99.00
04:30:40 AM     all      0.17      0.00      0.33      0.00      0.00     99.50
04:30:41 AM     all      0.67      0.00      0.58      0.08      0.00     98.66
04:30:42 AM     all      0.17      0.00      0.33      0.00      0.00     99.50
04:30:43 AM     all      0.50      0.00      0.50      0.00      0.00     99.00
04:30:44 AM     all      0.50      0.00      0.33      0.00      0.00     99.16
04:30:45 AM     all      0.59      0.00      0.42      0.00      0.00     98.99
04:30:46 AM     all      0.67      0.00      0.42      0.08      0.00     98.83
04:30:47 AM     all      1.25      0.00      0.33      0.00      0.00     98.41
04:30:48 AM     all      0.17      0.00      0.33      0.00      0.00     99.50
04:30:49 AM     all      1.59      0.00      1.84      0.00      0.00     96.58
04:30:50 AM     all      0.92      0.00      0.50      0.00      0.00     98.58
04:30:51 AM     all      0.67      0.00      1.67      0.08      0.00     97.57
04:30:52 AM     all      0.08      0.00      0.50      0.00      0.00     99.42
04:30:53 AM     all      0.50      0.00      0.33      0.00      0.00     99.16
04:30:54 AM     all      0.25      0.00      0.42      0.00      0.00     99.33
04:30:55 AM     all      0.08      0.00      0.58      0.00      0.00     99.33
04:30:56 AM     all      0.58      0.00      0.33      0.08      0.00     99.00
04:30:57 AM     all      0.08      0.00      0.50      0.00      0.00     99.42
04:30:58 AM     all      0.25      0.00      0.33      0.25      0.00     99.16
04:30:59 AM     all      0.67      0.00      0.50      1.00      0.00     97.83
04:31:00 AM     all      0.17      0.00      0.50      0.00      0.00     99.33
04:31:01 AM     all      0.08      0.00      0.50      0.00      0.00     99.42
04:31:02 AM     all      0.42      0.00      0.58      0.00      0.00     99.00
04:31:03 AM     all      0.17      0.00      0.59      0.00      0.00     99.25
04:31:04 AM     all      0.33      0.00      0.58      0.00      0.00     99.08
04:31:05 AM     all      0.67      0.00      0.58      0.00      0.00     98.75
04:31:06 AM     all      0.42      0.00      0.50      0.17      0.00     98.92
04:31:07 AM     all      0.33      0.00      0.50      0.00      0.00     99.17
04:31:08 AM     all      1.24      0.00      0.91      0.00      0.00     97.84
04:31:09 AM     all      0.17      0.00      0.67      0.00      0.00     99.17
04:31:10 AM     all      0.42      0.00      0.50      0.00      0.00     99.08
04:31:11 AM     all      0.58      0.00      0.50      0.08      0.00     98.83
04:31:12 AM     all      0.33      0.00      0.58      0.00      0.00     99.08
04:31:13 AM     all      0.33      0.00      0.58      0.08      0.00     99.00
04:31:14 AM     all      0.42      0.00      0.50      0.00      0.00     99.08
04:31:15 AM     all      0.25      0.00      0.58      0.00      0.00     99.17
04:31:16 AM     all      1.33      0.00      0.58      0.08      0.00     98.00
04:31:17 AM     all      0.67      0.00      0.58      0.00      0.00     98.75
04:31:18 AM     all      0.17      0.00      0.75      0.00      0.00     99.08
04:31:19 AM     all      0.25      0.00      0.83      0.00      0.00     98.92
04:31:20 AM     all      0.83      0.00      0.58      0.00      0.00     98.59
04:31:21 AM     all      0.67      0.00      0.58      0.08      0.00     98.67
04:31:22 AM     all      0.58      0.00      0.58      0.00      0.00     98.84
04:31:23 AM     all      0.50      0.00      0.58      0.00      0.00     98.91
04:31:24 AM     all      0.25      0.00      0.58      0.00      0.00     99.17
04:31:25 AM     all      0.25      0.00      0.42      0.08      0.00     99.25
04:31:26 AM     all      0.42      0.00      0.42      0.08      0.00     99.08
04:31:27 AM     all      0.17      0.00      0.50      0.00      0.00     99.33
04:31:28 AM     all      0.08      0.00      0.50      0.00      0.00     99.41
04:31:29 AM     all      0.50      0.00      0.50      0.00      0.00     99.00
04:31:30 AM     all      0.08      0.00      0.50      0.00      0.00     99.42
04:31:31 AM     all      0.08      0.00      0.50      0.17      0.00     99.25
04:31:32 AM     all      0.50      0.00      0.42      0.00      0.00     99.08
04:31:33 AM     all      0.08      0.00      0.42      0.00      0.00     99.50
04:31:34 AM     all      0.08      0.00      0.42      0.00      0.00     99.50
04:31:35 AM     all      0.33      0.00      0.42      0.00      0.00     99.25
04:31:36 AM     all      0.08      0.00      0.42      0.08      0.00     99.42
04:31:37 AM     all      0.25      0.00      0.33      0.00      0.00     99.42
04:31:38 AM     all      0.42      0.00      0.42      0.00      0.00     99.17
04:31:39 AM     all      0.08      0.00      0.33      0.17      0.00     99.41
04:31:40 AM     all      0.00      0.00      0.33      0.00      0.00     99.67
04:31:41 AM     all      0.50      0.00      0.25      0.08      0.00     99.16
04:31:42 AM     all      0.00      0.00      0.50      0.00      0.00     99.50
04:31:43 AM     all      0.17      0.00      0.17      0.00      0.00     99.67
04:31:44 AM     all      0.33      0.00      0.33      0.00      0.00     99.33
04:31:45 AM     all      0.17      0.00      0.50      0.00      0.00     99.33
04:31:46 AM     all      0.17      0.00      0.33      0.17      0.00     99.33
04:31:47 AM     all      0.50      0.00      0.42      0.00      0.00     99.08
04:31:48 AM     all      0.25      0.00      0.42      0.00      0.00     99.33
04:31:49 AM     all      0.25      0.00      0.33      0.00      0.00     99.41
04:31:50 AM     all      0.58      0.00      0.25      0.00      0.00     99.16
04:31:51 AM     all      0.25      0.00      0.42      0.00      0.00     99.33
04:31:52 AM     all      0.17      0.00      0.33      0.00      0.00     99.50
04:31:53 AM     all      0.50      0.00      0.33      0.08      0.00     99.08
04:31:54 AM     all      0.08      0.00      0.42      0.00      0.00     99.50
04:31:55 AM     all      0.25      0.00      0.33      0.00      0.00     99.42
04:31:56 AM     all      0.42      0.00      0.42      0.08      0.00     99.08
04:31:57 AM     all      0.25      0.00      0.33      0.00      0.00     99.42
04:31:58 AM     all      0.33      0.00      0.33      0.00      0.00     99.33
04:31:59 AM     all      0.50      0.00      0.42      0.00      0.00     99.08
04:32:00 AM     all      0.25      0.00      0.58      0.00      0.00     99.17
04:32:01 AM     all      0.08      0.00      0.42      0.00      0.00     99.50
04:32:02 AM     all      0.50      0.00      0.42      0.00      0.00     99.08
04:32:03 AM     all      0.17      0.00      0.50      0.00      0.00     99.33
04:32:04 AM     all      0.08      0.00      0.33      0.00      0.00     99.58
04:32:05 AM     all      0.67      0.00      0.42      0.00      0.00     98.91
04:32:06 AM     all      0.17      0.00      0.42      0.08      0.00     99.33
04:32:07 AM     all      0.17      0.00      0.50      0.00      0.00     99.33
04:32:08 AM     all      0.42      0.00      0.50      0.00      0.00     99.08
04:32:09 AM     all      0.17      0.00      0.42      0.00      0.00     99.42
04:32:10 AM     all      0.17      0.00      0.42      0.00      0.00     99.42
04:32:11 AM     all      0.42      0.00      0.42      0.08      0.00     99.08
04:32:12 AM     all      0.33      0.00      0.33      0.00      0.00     99.33
04:32:13 AM     all      0.17      0.00      0.50      0.00      0.00     99.33
04:32:14 AM     all      0.58      0.00      0.42      0.00      0.00     99.00
04:30:52 AM     all      0.25      0.00      0.42      0.08      0.00     99.25
04:30:53 AM     all      0.42      0.00      0.50      0.00      0.00     99.08
04:30:54 AM     all      0.17      0.00      0.33      0.00      0.00     99.50
04:30:55 AM     all      0.25      0.00      0.50      0.00      0.00     99.25
04:30:56 AM     all      0.42      0.00      0.42      0.00      0.00     99.16
04:30:57 AM     all      0.17      0.00      0.42      0.08      0.00     99.33
04:30:58 AM     all      0.25      0.00      0.50      0.25      0.00     99.00
04:30:59 AM     all      0.75      0.00      0.50      1.00      0.00     97.75
04:31:00 AM     all      0.00      0.00      0.50      0.00      0.00     99.50
04:31:01 AM     all      0.17      0.00      0.42      0.00      0.00     99.42
04:31:02 AM     all      0.50      0.00      0.58      0.00      0.00     98.91
04:31:03 AM     all      0.17      0.00      0.58      0.00      0.00     99.25
04:31:04 AM     all      0.25      0.00      0.50      0.00      0.00     99.25
04:31:05 AM     all      0.58      0.00      0.58      0.00      0.00     98.83
04:31:06 AM     all      0.33      0.00      0.58      0.08      0.00     99.00
04:31:07 AM     all      0.50      0.00      0.42      0.08      0.00     99.00
04:31:08 AM     all      1.00      0.00      0.92      0.00      0.00     98.09
04:31:09 AM     all      0.42      0.00      0.75      0.00      0.00     98.84
04:31:10 AM     all      0.42      0.00      0.50      0.00      0.00     99.08
04:31:11 AM     all      0.58      0.00      0.50      0.00      0.00     98.91
04:31:12 AM     all      0.25      0.00      0.67      0.08      0.00     99.00
04:31:13 AM     all      0.33      0.00      0.42      0.00      0.00     99.25
04:31:14 AM     all      0.58      0.00      0.58      0.08      0.00     98.75
04:31:15 AM     all      0.17      0.00      0.58      0.00      0.00     99.25
04:31:16 AM     all      1.25      0.00      0.58      0.00      0.00     98.17
04:31:17 AM     all      0.67      0.00      0.58      0.08      0.00     98.67
04:31:18 AM     all      0.25      0.00      0.67      0.00      0.00     99.08
04:31:19 AM     all      0.25      0.00      0.75      0.00      0.00     99.00
04:31:20 AM     all      0.58      0.00      0.83      0.00      0.00     98.59
04:31:21 AM     all      0.75      0.00      0.33      0.00      0.00     98.92
